Problem Set ID,Problem_text,Related_Concept
lr_ALRM_p84,"Computer-assisted learning. Data from a study of computer-assisted learning by 12 students,
showing the total number of responses in completing a lesson (X) and the cost of computer time
(% in cents), follow.

hoy 203064 US U6 Ul le

X16 14 220 10 14 «17° «1018928
Y: 77 70 85 SO 62 70 SS 63 88 S7 81 SI

a. Fita linear regression function by ordinary least squares, obtain the residuals, and plot the
residuals against X. What does the residual plot suggest?

. Divide the cases into two groups, placing the six cases with the smallest fitted values ¥; into

group 1 and the other six cases into group 2. Conduct the Brown-Forsythe test for constancy of
the error variance, using a = .05. State the decision rule and conclusion

c. Plot the absolute values of the residuals against X. What does this plot suggest about the
relation between the standard deviation of the error term and X?

d. Estimate the standard deviation function by regressing the absolute values of the residuals
against X, and then calculate the estimated weight for each case using (11.16a). Which case
receives the largest weight? Which case receives the smallest weight?

e. Using the estimated weights, obtain the weighted least squares estimates of 8p and 8. Are
these estimates similar to the ones obtained with ordinary least squares in part (a)?

1. Compare the estimated standard deviations of the weighted least squares estimates byyo and
yy in part (@) with those for the ordinary least squares estimates in part (a). What do you find?

g. Iterate the steps in parts (d) and (e) one more time. Is there a substantial change in the
estimated regression coefficients? If so, what should you do?","Simple Linear Regression, Estimation"
lr_ALRM_p85,"Employee salaries. A group of high-technology companies agreed to share employee salary
information in an effort to establish salary ranges for technical positions in research and
development. Data obtained for each employee included current salary (Y), a coded variable
indicating highest academic degree obtained (1 = bachelor’s degree, 2 = master's degree, 3 =
doctoral degree), years of experience since last degree (X3), and the number of persons

currently supervised (X,). The data follow.

Employee
i Ya Degree Xn Xu

1 58.8 3 4.49 0

2 34.8 1 292 0

3 163.7 3 29.54 42

63 40.0 2 a4 °
64 60.5 3 2.10 0

65 104.8 3 19.81 24

a. Create two indicator variables for highest degree attained

Degree Xa
Bachelor's ° 0
Master's 1 0
Doctoral ° 1

b. Regress Yon X4, Xp, X3, and Xz, using a first-order model and ordinary least squares, obtain
the residuals, and plot them against Y. What does the residual plot suggest?

. Divide the cases into two groups, placing the 33 cases with the smallest fitted values Yj into

group 1 and the other 32 cases into group 2. Conduct the Brown-Forsythe test for constancy of
the error variance, using a = .01 State the decision rule and conclusion

 

4. Plot the absolute residuals against X3 and against X4. What do these plots suggest about the
relation between the standard deviation of the error term and X3 and X4?

€. Estimate the standard deviation function by regressing the absolute residuals against X3 and
Xz in first-order form, and then calculate the estimated weight for each case using (11.16a)

1 Using the estimated weights, obtain the weighted least squares fit of the regression model. Are
the weighted least squares estimates of the regression coefficients similar to the ones obtained
with ordinary least squares in part (b)?

g. Compare the estimated standard deviations of the weighted least squares coefficient
estimates in part (f) with those for the ordinary least squares estimates in part (b). What do you
find?

h. Iterate the steps in parts (e) and (f) one more time. Is there a substantial change in the
estimated regression coefficients? If so, what should you do?","Multiple Linear Regression, Generalized Linear Regression, Estimation"
lr_ALRM_p86,"A behavioral scientist said, “I am never sure whether the regression line goes through the origin
Hence, | will not use such a model.” Comment.",Diagnostics
lr_ALRM_p87,"When testing whether or not 8; = 0, why is the F test a one-sided test even though H, includes
both By <0 and By > 0? [Hint: Refer to (2.57)]",Hypothesis Testing
lr_ALRM_p88,"In forward stepwise regression, what advantage is there in using a relatively small a-to-enter
value for adding variables? What advantage is there in using a larger a-to-enter value?",Remedy
lr_ALRM_p89,"Typographical errors. Shown below are the number of galleys for a manuscript (X) and the
dollar cost of correcting typographical errors (Y) in a random sample of recent orders handled by
a firm specializing in technical manuscripts. Assume that the regression model Y; = 84X) + €iS

appropriate, with normally distributed independent error terms whose variance is 0? = 16.

i 1 2 3 4 s 6
x 7 2 4 4 2 30
y -12B 2137S 280445540

a. State the likelihood function for the six Y observations, for 0? = 16.

. Evaluate the likelihood function for 8 = 17, 18, and 19. For which of these 8; values is the
likelihood function largest?

c. The maximum likelihood estimator is b; = > X:¥i/ > X?. Find the maximum likelihood
estimate. Are your results in part (b) consistent with this estimate?

d. Using a computer graphics or statistics package, evaluate the likelinood function for values of
{8 between 6, = 17 and 8, = 19 and plot the function. Does the point at which the likelihood

function is maximized correspond to the maximum likelihood estimate found in part (c)?","Simple Linear Regression, Estimation"
lr_ALRM_p90,"a. Define each of the following extra sums of squares: (1) SSR(%5|X;): (2) SSRUG, X4lX}); (8)

SSRKAING, XQ, X3).

. For a multiple regression model with five X variables, what is the relevant extra sum of
squares for testing whether or not 85 = 0? whether or not 62 = 84 = 0?","Estimation, Hypothesis Testing"
lr_ALRM_p91,"a. Plot the exponential response function:

LK, y) =49— 3Oexp(-1.1X) X20

. What is the asymptote of this response function? For what value of X does the response
function reach 95 percent of its asymptote?","Generalized Linear Regression, Inference"
lr_ALRM_p92,"Regression trees become difficult to utilize when there are many predictors and the sample size
is small. Discuss the nature of this problem",Remedy
lr_ALRM_p93,"‘The members of a health spa pay annual membership dues of $300 plus a charge of $2 for each
visit to the spa. Let Y denote the dollar cost for the year for a member and X the number of visits,
by the member during the year. Express the relation between X and Y mathematically. Is it a
functional relation or a statistical relation?",Diagnostics
lr_ALRM_p94,"Consider the simultaneous equations:

4y, +79:
2y1+3y2 = 12

 

a. Write these equations in matrix notation.

b. Using matrix methods, find the solutions for y; and ya",Linear Algebra
lr_ALRM_p95,"Drug responsiveness. A pharmacologist modeled the responsiveness to a drug using the
following nonlinear regression modet

»
Fy arias

S

X denotes the dose level, in coded form, and Y the responsiveness expressed as a percent of
the maximum possible responsiveness. In the model, yo is the expected response at saturation,

 

v2 is the concentration that produces a half-maximal response, and y; is related to the slope. The
data for 19 cases at 13 dose levels follow:

W 8 9

Xp 1 2 3 7 8 9
Yi: S23 34 948 962 96.4",Inference
lr_ALRM_p96,"Water flow. An engineer, desiring to estimate the coefficient of correlation 0; between rate of
water flow at point A in a stream (Y;) and concurrent rate of flow at point B (¥2), obtained ry =
83 in a sample of 147 cases. Assume that bivariate normal model (2.74) is appropriate.

a. Obtain a 99 percent confidence interval for 042.

b. Convert the confidence interval in part (a) to a 99 percent confidence interval for pi,",Logistic Regression
lr_ALRM_p97,"a. Plot the logistic response function:

300

'(X, y) = ——_—_____
LOY = TT Giyexp(= 13)

x20

. What is the asymptote of this response function? For what value of X does the response
function reach 90 percent of its asymptote?",Remedy
lr_ALRM_p98,"An engineer has stated: “Reduction of the number of explanatory variables should always be
done using the objective forward stepwise regression procedure.” Discuss.",Linear Algebra
lr_ALRM_p99,"Let B be defined as follows

15 0
B=|1 05
105

a. Are the column vectors of B linearly dependent?
b. What is the rank of B?

c. What must be the determinant of B?",Remedy
